66 CLAY STREET,11222,19
385 RIDGEWOOD AVENUE,11208,9
1071 EAST 34 STREET,11210,1
311 VAN SICLEN AVENUE,11207,1
201 CLINTON STREET,11201,1
55 5 AVENUE,11217,2
476 47 STREET,11220,13
1432 WEST 5 STREET,11204,1
1056 FLATBUSH AVENUE,11226,2
1505 EAST 18 STREET,11230,1
487 GEORGIA AVENUE,11207,1
1212 OCEAN AVENUE,11230,55
463 CLASSON AVENUE,11238,5
112 WAKEMAN PLACE,11220,5
312 BRADFORD STREET,11207,2
88 CLINTON AVENUE,11205,12
5801 5 AVENUE,11220,9
225 ROGERS AVENUE,11225,23
1410 PUTNAM AVENUE,11237,2
1141 GREENE AVENUE,11221,97
841 KENT AVENUE,11205,1
1041 EAST 85 STREET,11236,5
123 TOMPKINS AVENUE,11206,6
774 DRIGGS AVENUE,11211,1
1397 DEAN STREET,11216,10
570 EAST   26 STREET,11210,2
891 DRIGGS AVENUE,11211,8
53 EAST 31 STREET,11226,12
50 EUCLID AVENUE,11208,1
176 NICHOLS AVENUE,11208,2
1417 HERKIMER STREET,11233,1
2410 KINGS HIGHWAY,N/A,1
80 ROSS STREET,11249,35
317 ROCKAWAY PARKWAY,11212,8
5301 SNYDER AVENUE,11203,30
1474 CONEY ISLAND AVENUE,11230,1
231 HIMROD STREET,11237,1
124 GRAHAM AVENUE,11206,1
1196 EASTERN PARKWAY,N/A,2
1422 FLATBUSH AVENUE,11210,5
147 VAN BUREN STREET,11221,1
119A CALYER STREET,11222,3
170 EAST 17 STREET,N/A,1
243 EAST 51 STREET,11203,4
285 QUINCY STREET,11216,9
2331 OCEAN AVENUE,11229,10
603 18 STREET,11218,2
497 DEAN STREET,11217,6
91 DE SALES PLACE,11207,1
9430 RIDGE BOULEVARD,11209,2
6217 8 AVENUE,11220,1
2913 TILDEN AVENUE,N/A,1
404 MARCUS GARVEY BOULEVARD,11216,3
801 LOGAN STREET,11208,3
437 QUINCY STREET,11221,2
127 SOUTH 2 STREET,11211,1
768A QUINCY STREET,11221,2
255 LINDEN STREET,11237,3
322 ROCKAWAY PARKWAY,11212,28
2147 HARING STREET,11229,1
335 FENIMORE STREET,11225,2
100 DITMAS AVENUE,11218,4
1082 FULTON STREET,11238,1
1546 BERGEN STREET,11213,3
421 ROGERS AVENUE,N/A,3
1280 EAST 86 STREET,N/A,1
840 HEGEMAN AVENUE,11207,10
303 AVENUE P,11204,81
290 CLINTON AVENUE,11205,12
795 GRAND STREET,11211,1
646 HEGEMAN AVENUE,11207,3
568 EVERGREEN AVENUE,11221,2
61 BAY 23 STREET,N/A,1
365 58 STREET,N/A,3
21 OAKLAND PLACE,11226,3
296 JEFFERSON AVENUE,11216,1
1385 MADISON STREET,11237,3
659 BUSHWICK AVENUE,11221,3
54 LEXINGTON AVENUE,11238,6
3015 AVENUE J,11210,2
500 FRANKLIN AVENUE,11238,1
375 76 STREET,11209,16
782 MANHATTAN AVENUE,11222,1
167 HANCOCK STREET,11216,1
8627 23 AVENUE,11214,5
4024 BEACH 40 STREET,11224,20
662 NOSTRAND AVENUE,11216,13
276 DEAN STREET,11217,7
318 23 STREET,11215,28
211 EAST 38 STREET,11203,1
361 EAST 26 STREET,11226,4
88 BAY 8 STREET,11228,1
467 ESSEX STREET,11208,2
545 BRADFORD STREET,11207,2
9713 FARRAGUT ROAD,11236,1
2020 BATH AVENUE,11214,1
581 PROSPECT PLACE,11238,4
380 MC GUINNESS BOULEVARD,11222,2
138 DE GRAW STREET,11231,1
361 EAST 7 STREET,11218,1
675 EAST 83 STREET,11236,1
568 RALPH AVENUE,11233,1
284 EAST 31 STREET,11226,1
1254 EAST 91 STREET,11236,1
960 EAST 105 STREET,11236,1
1491 EAST 98 STREET,11236,1
173 COOPER STREET,11207,1
777 PINE STREET,11208,1
316 CLINTON AVENUE,11205,2
1053 64 STREET,11219,4
320 EMPIRE BOULEVARD,11225,19
1238 PRESIDENT STREET,11225,59
1052 EAST 100 STREET,11236,1
3039 BRIGHTON 4 STREET,11235,5
669 EAST 21 STREET,11226,2
145 CALYER STREET,11222,2
221 BAINBRIDGE STREET,N/A,1
615 WARWICK STREET,11207,1
356 EAST 96 STREET,11212,1
1557 WEST 8 STREET,11204,18
302 STOCKHOLM STREET,11237,1
96 BROOKLYN AVENUE,11216,7
64 GRAHAM AVENUE,11206,1
604 EAST 22 STREET,11226,1
171A RIDGEWOOD AVENUE,11208,3
570 WILSON AVENUE,11207,5
48 NEW YORK AVENUE,11216,5
476 JEFFERSON STREET,11237,2
1039 73 STREET,11228,2
289 HERKIMER STREET,11216,14
3235 FULTON STREET,11208,2
33 EAST 12 STREET,N/A,1
770 FULTON STREET,11238,31
6312 BAY PARKWAY,11204,1
593 BRADFORD STREET,11207,3
194 SCHENECTADY AVENUE,11213,6
403 ST JOHNS PLACE,11238,4
1218 LIBERTY AVENUE,11208,1
1219 HALSEY STREET,11237,6
9910 AVENUE L,11236,5
8850 20 AVENUE,11214,1
162 JEROME STREET,N/A,1
2420 GLENWOOD ROAD,11210,22
229 JEFFERSON STREET,11237,2
112 6 AVENUE,11217,3
1016 EAST 59 STREET,11234,1
603 EMERALD STREET,11208,2
4 STUYVESANT AVENUE,11221,3
71 IRVING PLACE,11238,15
346 MIDWOOD STREET,11225,1
218 HULL STREET,11233,3
647 NEW JERSEY AVENUE,11207,14
1940 BAY RIDGE PARKWAY,11204,3
437 61 STREET,11220,1
8001 5 AVENUE,11209,17
318 ROCHESTER AVENUE,11213,83
210 PARK PLACE,11238,15
134 HENRY STREET,11201,1
263 BAY RIDGE AVENUE,11220,5
834 JEFFERSON AVENUE,11221,1
708 COZINE AVENUE,11208,1
141 TROUTMAN STREET,11206,7
63 TIFFANY PLACE,11231,9
398A HANCOCK STREET,11216,1
105 EAST 46 STREET,11203,7
419 SUYDAM STREET,11237,6
9501 AVENUE A,11236,1
401 EAST 93 STREET,11212,3
834 BAY RIDGE AVENUE,11220,1
593 DREW STREET,11208,1
116 NORTH 7 STREET,11249,2
8022 17 AVENUE,11214,5
2214 64 STREET,11204,8
458 55 STREET,11220,1
959 BELMONT AVENUE,11208,3
1468 83 STREET,11228,3
510 WYONA STREET,N/A,1
7 BRIGHTON 10 PATH,11235,2
418 49 STREET,11220,1
6 ALBANY AVENUE,11216,5
404 JEFFERSON AVENUE,11221,1
42 PILLING STREET,11207,8
442 MARION STREET,11233,5
8 VERNON AVENUE,11206,17
82 ELTON STREET,11208,5
684 GREENE AVENUE,11221,1
346 MONTGOMERY STREET,11225,8
167 CENTRAL AVENUE,11221,3
7221 5 AVENUE,11209,6
165 HANCOCK STREET,11216,1
4202 CHURCH AVENUE,11203,17
286 HANCOCK STREET,11216,7
3130 BRIGHTON 7 STREET,11235,14
71 LEFFERTS PLACE,11238,1
717 LEXINGTON AVENUE,11221,3
433 LINCOLN PLACE,11238,1
2436 EAST 3 STREET,11223,2
1863 PROSPECT PLACE,11233,2
1115 63 STREET,11219,6
839 EAST 56 STREET,N/A,1
245 SUNNYSIDE AVENUE,11207,1
115 NEW JERSEY AVENUE,11207,4
9318 AVENUE B,11236,2
1340 EAST 9 STREET,11230,5
1119 QUENTIN ROAD,11229,2
2354 80 STREET,11214,1
175 HARMAN STREET,11221,3
276 THROOP AVENUE,11206,15
8747 19 AVENUE,11214,1
34 LIVINGSTON STREET,11201,1
164 LINDEN BOULEVARD,11226,32
205 AUTUMN AVENUE,11208,4
402 85 STREET,11209,2
495 HOWARD AVENUE,11233,37
51 QUINCY STREET,11238,1
1448 PACIFIC STREET,11216,1
257 SMITH STREET,11231,1
452 ROGERS AVENUE,11225,24
1455 EAST 102 STREET,11236,3
212 VAN SICLEN AVENUE,11207,3
240 PRESIDENT STREET,11231,4
555 EAST 80 STREET,11236,1
3208 GLENWOOD ROAD,11210,1
269 SKILLMAN AVENUE,11211,1
274 BROADWAY,11211,1
711 PRESIDENT STREET,11215,1
129 EAST 95 STREET,11212,3
342 DECATUR STREET,11233,8
1120 BERGEN STREET,11216,63
320 50 STREET,11220,1
441 PUTNAM AVENUE,11221,1
97 ELDERT STREET,11207,64
681 CHAUNCEY STREET,11207,10
267 DOUGLASS STREET,11217,4
1319 40 STREET,11218,1
26 COOPER STREET,11207,1
743 41 STREET,11232,1
497 CHESTER STREET,11212,2
341 ST JOHNS PLACE,11238,18
265 OCEAN AVENUE,11225,7
864 NEW LOTS AVENUE,11208,4
743 ROGERS AVENUE,11226,4
442 36 STREET,11232,1
1241 HERKIMER STREET,11233,1
1054A DE KALB AVENUE,11221,1
2823 AVENUE Z,11235,2
901 WASHINGTON AVENUE,N/A,1
1487 NOSTRAND AVENUE,11226,64
240 ST NICHOLAS AVENUE,11237,2
1257 EAST 92 STREET,11236,3
639 FLATBUSH AVENUE,11225,4
1229 AVENUE Y,11235,7
2471 84 STREET,11214,1
21 TRUXTON STREET,11233,6
162 EAST 35 STREET,11203,5
1481 FLATBUSH AVENUE,11210,8
914 HANCOCK STREET,11233,1
188 EAST 34 STREET,N/A,1
91 UTICA AVENUE,11213,2
324 BRADFORD STREET,11207,32
2839 BRAGG STREET,11235,6
456 53 STREET,11220,8
417 GRANT AVENUE,11208,13
644 NEW YORK AVENUE,11203,2
222 ESSEX STREET,N/A,1
186 CORNELIA STREET,11221,2
275 ROCKAWAY PARKWAY,11212,26
178 RALPH AVENUE,11233,3
40 MALCOLM X BOULEVARD,11221,11
545 PINE STREET,11208,2
324 DEVOE STREET,11211,8
154 RICHARDS STREET,11231,10
1883 BROOKLYN AVENUE,11210,1
1942 OCEAN AVENUE,11230,19
295 EAST 54 STREET,11203,1
2490 OCEAN PARKWAY,11235,1
1620 EAST 53 STREET,11234,1
1901 BERGEN STREET,11233,2
255 ELDERT STREET,N/A,1
8633 21 AVENUE,11214,165
2302 AVENUE O,11210,64
894 GREENE AVENUE,11221,1
285 LOGAN STREET,11208,2
180 PULASKI STREET,11206,8
273 81 STREET,11209,2
1567 NOSTRAND AVENUE,11226,218
5404 AVENUE O,11234,2
707 LAFAYETTE AVENUE,11221,1
5120 6 AVENUE,11220,3
83 SOMERS STREET,11233,4
537 CHAUNCEY STREET,11233,1
62 PATCHEN AVENUE,11221,3
448 FRANKLIN AVENUE,11238,1
670 LINCOLN PLACE,11216,1
57 SOMERS STREET,11233,1
211 KINGSLAND AVENUE,11222,1
601 EAST 88 STREET,11236,1
1970 EAST   18 STREET,11229,15
460 HALSEY STREET,11233,1
8678 17 AVENUE,N/A,1
587 FLUSHING AVENUE,11206,6
1051 OCEAN AVENUE,11226,12
832 HICKS STREET,11231,3
1138 ST MARKS AVENUE,11213,1
9330 FT HAMILTON PARKWAY,11209,55
751 GLENMORE AVENUE,11208,14
855 LOUISIANA AVENUE,11239,15
146 HIGHLAND PLACE,11208,1
189 JEFFERSON AVENUE,11216,11
1440 LINCOLN PLACE,11213,16
763 58 STREET,11220,1
660 ROGERS AVENUE,11226,2
1408 BROOKLYN AVENUE,N/A,1
257 HART STREET,11206,4
642 ELDERT LANE,11208,25
850 LAFAYETTE AVENUE,11221,7
159 MAC DOUGAL STREET,11233,19
1262 BLAKE AVENUE,11208,3
1025 LAFAYETTE AVENUE,11221,1
258 BERGEN STREET,11217,3
34 LAWTON STREET,11221,1
429 ROCKAWAY PARKWAY,11212,2
1026 CLARKSON AVENUE,N/A,1
199 LINCOLN ROAD,11225,2
806 ROGERS AVENUE,11226,1
1621 UNION STREET,11213,3
1152 NOSTRAND AVENUE,11225,2
166 ROGERS AVENUE,11216,26
2867 WEST 37 STREET,11224,1
131 FOUNTAIN AVENUE,11208,6
555 DAHILL ROAD,11218,1
227 KINGSLAND AVENUE,11222,22
779 LOGAN STREET,11208,8
9214 3 AVENUE,11209,1
291 MONTAUK AVENUE,11208,1
653 MILLER AVENUE,11207,18
1514 PACIFIC STREET,11213,12
151 VERMONT STREET,11207,1
441 WILSON AVENUE,11221,9
356 BAY RIDGE AVENUE,11220,1
2306 BEDFORD AVENUE,11226,9
187 SOUTH PORTLAND AVENUE,11217,1
602 EAST 34 STREET,11203,8
289 FLATBUSH AVENUE,11217,1
9718 KINGS HIGHWAY,11212,157
911 CLEVELAND STREET,11208,9
1718 AVENUE V,11229,5
116 NORTH 8 STREET,11211,3
356 LAFAYETTE AVENUE,11238,36
277 EASTERN PARKWAY,11238,9
1332 PACIFIC STREET,11216,1
321 92 STREET,11209,10
294 NORTH 8 STREET,11211,5
540 BAINBRIDGE STREET,11233,11
7916 6 AVENUE,11209,2
5314 TILDEN AVENUE,11203,1
8014 19 AVENUE,11214,5
315 LINCOLN ROAD,11225,12
297 EAST   49 STREET,11203,1
834 43 STREET,11232,7
2826 WEST 35 STREET,11224,6
291 STOCKHOLM STREET,11237,3
170 MESEROLE STREET,11206,1
721 ROCKAWAY PARKWAY,11236,1
224 PATCHEN AVENUE,11233,7
306 ALBANY AVENUE,11213,2
1171 FLATBUSH AVENUE,11226,3
3816 AVENUE R,11234,2
3407 CHURCH AVENUE,11203,6
409 SARATOGA AVENUE,11233,2
1833 EAST 12 STREET,11229,32
1581 EAST 24 STREET,11229,4
87 BRIGHTON COURT,11235,1
416 68 STREET,11220,101
186 NEW YORK AVENUE,11216,9
177 AVENUE P,11204,1
329 ESSEX STREET,11208,3
520 MADISON STREET,11221,9
2309 65 STREET,11204,4
518 SUTTER AVENUE,11207,4
792 NOSTRAND AVENUE,11216,7
1658 SHEEPSHEAD BAY ROAD,11235,33
570 EAST    2 STREET,11218,3
1482 EAST 87 STREET,11236,3
1713 EAST 14 STREET,11229,1
184 MAC DONOUGH STREET,11216,3
922 42 STREET,11219,8
1588 EASTERN PARKWAY EXTENSION,11233,5
1896 EASTERN PARKWAY EXTENSION,11233,1
1079 CLARKSON AVENUE,11212,2
441 EAST 95 STREET,11212,3
50 BRIGHTON 1 ROAD,11235,4
1134 BLAKE AVENUE,11208,33
154 LANGHAM STREET,11235,6
1250 BLAKE AVENUE,11208,2
786 ST JOHNS PLACE,11216,4
494 HENDRIX STREET,N/A,1
2606 AVENUE T,11229,1
1205 MYRTLE AVENUE,11221,1
238 SCHENECTADY AVENUE,11213,22
2257 WEST   11 STREET,11223,1
307 LEGION STREET,11212,5
29 BEAVER STREET,11206,8
1721 79 STREET,11214,1
695 FOUNTAIN AVENUE,11208,12
780 ST JOHNS PLACE,11216,1
1427 EAST 84 STREET,11236,3
530 KOSCIUSKO STREET,11221,2
295 MAPLE STREET,11225,2
545 NEPTUNE AVENUE,11224,3
961 WASHINGTON AVENUE,11225,59
100 8 AVENUE,11215,1
1431 EAST 2 STREET,11230,9
803 KNICKERBOCKER AVENUE,11207,4
591 EAST 37 STREET,11203,9
492 THATFORD AVENUE,11212,6
1488 EAST 8 STREET,11230,6
738 ST MARKS AVENUE,11216,23
157 RIDGEWOOD AVENUE,11208,2
8678 BAY PARKWAY,11214,10
455 CHAUNCEY STREET,11233,1
296 VAN BRUNT STREET,11231,2
154 HURON STREET,11222,9
758 EAST 10 STREET,11230,21
865 ST MARKS AVENUE,11213,3
135 OCEANA DRIVE EAST,11235,3
686 ST JOHNS PLACE,11216,1
673 EAST 49 STREET,11203,3
1080 BEDFORD AVENUE,11216,6
194 EAST 96 STREET,11212,1
121 INDIA STREET,11222,1
505 ELDERT LANE,11208,5
909 SARATOGA AVENUE,11212,1
1563 ST MARKS AVENUE,11233,1
7305 18 AVENUE,11204,2
360 STATE STREET,11217,4
1116 CARROLL STREET,11225,7
439 FORBELL STREET,11208,2
400 EAST 94 STREET,11212,30
104 UNION STREET,11231,1
677 LINWOOD STREET,N/A,2
9710 FLATLANDS AVENUE,11236,5
1287 STERLING PLACE,11213,6
129 HURON STREET,11222,1
1095 GRANT AVENUE,11208,1
111 MALCOLM X BOULEVARD,11221,1
361 PACIFIC STREET,11217,2
13 JARDINE PLACE,11233,1
43 AVENUE O,11204,6
147 EAST 89 STREET,11236,1
127 MC KINLEY AVENUE,N/A,2
303 AVENUE F,11218,1
3820 FLATLANDS AVENUE,11234,3
1720 BEDFORD AVENUE,N/A,1
464 EAST 96 STREET,11212,5
563 NEW LOTS AVENUE,N/A,4
939 68 STREET,11219,1
57 MONTAGUE STREET,11201,3
7914 16 AVENUE,11214,7
308 KNICKERBOCKER AVENUE,11237,1
568 ST MARKS AVENUE,N/A,1
32 SUTTER AVENUE,11212,10
230 FROST STREET,11211,1
1675 LINCOLN PLACE,11233,40
1246 BLAKE AVENUE,11208,2
525 HEGEMAN AVENUE,11207,3
1465 BEDFORD AVENUE,11216,3
135 EAST 95 STREET,11212,1
192 DUFFIELD STREET,11201,1
1026 RUTLAND ROAD,11212,3
1950 BAY RIDGE PARKWAY,11204,1
287 POWELL STREET,11212,15
11 CROOKE AVENUE,11226,3
2338 82 STREET,11214,3
1539 WEST 9 STREET,11204,1
173 JEROME STREET,11207,7
56 MARTENSE STREET,11226,5
5206 6 AVENUE,N/A,1
1055 GLENMORE AVENUE,11208,1
7259 SHORE ROAD,11209,3
19 ALABAMA AVENUE,11207,1
55 CHURCH AVENUE,11218,3
85 BUTLER STREET,11231,1
247 JEFFERSON STREET,11237,1
5314 13 AVENUE,11219,2
1571 EAST 52 STREET,11234,1
725 MADISON STREET,11221,29
307 DEVOE STREET,11211,2
1865 EAST 52 STREET,11234,1
1043 EAST 56 STREET,N/A,1
1757 DEAN STREET,11233,2
901 80 STREET,N/A,1
1471 EAST 31 STREET,11234,1
3022 WEST 22 STREET,11224,1
478 LAFAYETTE AVENUE,11205,2
201 MENAHAN STREET,11237,1
4820 BAY PARKWAY,11230,2
6708 6 AVENUE,11220,1
691 BUSHWICK AVENUE,11221,1
820 LINDEN BOULEVARD,11203,6
263 14 STREET,11215,23
2053 EAST 53 PLACE,11234,1
291 IRVING AVENUE,11237,1
7515 13 AVENUE,11228,1
289 HARMAN STREET,11237,1
78 KOSCIUSZKO STREET,11205,1
102 CHESTNUT STREET,11208,2
178 HOOPER STREET,11211,22
192 WYONA STREET,11207,1
444 9 STREET,11215,2
882 MADISON STREET,11221,2
1305 EAST 18 STREET,N/A,4
127 JEFFERSON AVENUE,11216,1
2011 NOSTRAND AVENUE,11210,11
686 CLEVELAND STREET,11208,2
145 SCHENCK AVENUE,N/A,1
2070 EAST 57 STREET,11234,2
323 82 STREET,11209,2
720 EAST 89 STREET,11236,4
271 61 STREET,11220,2
25 BOGART STREET,11206,1
46 PAERDEGAT 14 STREET,11236,1
2128 EAST 29 STREET,11229,4
10 MONTAGUE TERRACE,11201,1
296 W 27 ST,N/A,1
1212 EAST 58 STREET,11234,1
260 HAWTHORNE STREET,11225,18
511 80 STREET,11209,4
1550 71 STREET,11228,4
215 HOYT STREET,11217,1
828 MIDWOOD STREET,11203,3
177 16 STREET,11215,3
469 HERKIMER STREET,11213,2
823 HALSEY STREET,11233,1
1113 PRESIDENT STREET,11225,19
557 45 STREET,11220,1
591 CENTRAL AVENUE,11207,1
98 EAST 52 STREET,11203,8
631 WILSON AVENUE,11207,4
190 JEFFERSON STREET,11206,8
3505 FOSTER AVENUE,11210,3
616 EAST 17 STREET,11226,1
319 HARMAN STREET,11237,11
9324 3 AVENUE,N/A,1
3521 AVENUE L,11210,2
391 SARATOGA AVENUE,11233,7
1429 72 STREET,11228,1
842A RALPH AVENUE,11236,1
1404 EAST 53 STREET,11234,1
335 ELTON STREET,N/A,1
38 EAST 89 STREET,11236,2
781 BUSHWICK AVENUE,11221,3
163 EASTERN PARKWAY,11238,3
1277 JEFFERSON AVENUE,11221,1
144 CONOVER STREET,11231,5
330 EAST 92 STREET,11212,5
415 68 STREET,N/A,1
20 ROOSEVELT PLACE,11233,3
1191 HALSEY STREET,N/A,3
7707 15 AVENUE,11228,4
154 29 STREET,11232,1
189 GRANT AVENUE,11208,21
460 MILLER AVENUE,11207,2
731 EAST 26 STREET,11210,1
2630 CROPSEY AVENUE,11214,2
181 HAWTHORNE STREET,11225,92
832 47 STREET,11220,1
2520 WEST 2 STREET,11223,1
376 MONTGOMERY STREET,11225,3
5209 6 AVENUE,11220,5
226 EAST 92 STREET,11212,12
68 BLAKE AVENUE,11212,2
414 AVENUE N,11230,52
657 5 AVENUE,11215,2
692 EAST 42 STREET,11203,3
223 78 STREET,N/A,4
1447 BUSHWICK AVENUE,11207,1
1022 CORTELYOU ROAD,11218,1
274 BLEECKER STREET,11237,2
22 CLARKSON AVENUE,11226,51
979 BEDFORD AVENUE,11205,1
151 WEIRFIELD STREET,11221,17
262 STAGG STREET,11206,2
433 SCHENECTADY AVENUE,N/A,2
74 CLIFTON PLACE,11238,6
2268 ATLANTIC AVENUE,11233,22
2444 EAST 74 STREET,11234,3
250 CARLTON AVENUE,11205,7
957 CLEVELAND STREET,11208,1
1072 EAST 57 STREET,11234,2
18 PARK STREET,11206,1
35 LINDEN BOULEVARD,11226,41
492 19 STREET,11215,4
323 LINCOLN PLACE,11238,2
448 DECATUR STREET,11233,4
1417 AVENUE P,11229,1
1 SPENCER COURT,11205,9
843 HALSEY STREET,11233,16
307 ELTON STREET,11208,6
245 LENOX ROAD,11226,156
64 EAST   43 STREET,11203,1
8404 5 AVENUE,11209,1
294 EAST 34 STREET,11203,1
984 BROOKLYN AVENUE,11203,7
412 EAST 51 STREET,N/A,1
207 AMBOY STREET,11212,1
932 MADISON STREET,N/A,1
464 LEXINGTON AVENUE,11221,5
296 GROVE STREET,11237,1
443 EAST 96 STREET,N/A,1
44 BERRY STREET,11211,3
1460 49 STREET,11219,6
866 CONEY ISLAND AVENUE,11218,101
516 CHAUNCEY STREET,11233,1
55 BERRIMAN STREET,11208,3
414 HICKS STREET,11201,1
1797 PARK PLACE,11233,68
641 OCEAN AVENUE,11226,1
1314 ROCKAWAY PARKWAY,11236,1
224 EAST 94 STREET,11212,1
1122 AVENUE N,11230,25
5011 AVENUE N,11234,2
6318 14 AVENUE,11219,1
171 ATKINS AVENUE,11208,3
707 CRESCENT STREET,11208,2
349 CLIFTON PLACE,11216,31
207 EAST 39 STREET,N/A,1
5707 12 AVENUE,11219,2
209 UTICA AVENUE,11213,40
146 WYTHE AVENUE,11211,4
868 SCHENECTADY AVENUE,11203,10
661 EAST 23 STREET,11210,1
99 MESEROLE STREET,11206,2
6304 18 AVENUE,11204,1
2033 WEST 11 STREET,11223,2
423 MARCUS GARVEY BOULEVARD,11216,2
28 SUTTON STREET,11222,3
35 ST FELIX STREET,11217,4
156 COZINE AVENUE,11207,2
640 LAFAYETTE AVENUE,11216,1
748 CHAUNCEY STREET,11207,1
202 WILSON AVENUE,11237,1
193 WILSON AVENUE,11237,11
1321 NOSTRAND AVENUE,11226,6
38 DIAMOND STREET,11222,1
15 STEPHENS COURT,11226,3
326 ELDERT STREET,11237,3
8899 18 AVENUE,11214,1
59 CHESTER STREET,N/A,1
1229 HALSEY STREET,11237,1
1953 WEST 11 STREET,11223,2
61 RIVERDALE AVENUE,11212,16
99 SOUTH 8 STREET,11249,1
1232 EAST 70 STREET,11234,1
422 TROY AVENUE,11213,3
2625 EAST 13 STREET,11235,47
134 CHESTNUT STREET,11208,2
988 PARK PLACE,11213,11
87 CARLTON AVENUE,11205,9
204 SOUTH 1 STREET,11211,4
1543 EAST 49 STREET,11234,1
9324 AVENUE N,11236,2
1458 BEDFORD AVENUE,11216,1
627 GRAVESEND NECK ROAD,11223,4
686 JEFFERSON AVENUE,11221,39
14 MOTHER GASTON BOULEVARD,11233,5
253A MADISON STREET,11216,1
569 47 STREET,11220,3
246 MONTROSE AVENUE,11206,1
293 FOSTER AVE,11230,1
149 ROGERS AVENUE,11216,22
10551 FLATLANDS 9 STREET,11236,1
1051 WASHINGTON AVENUE,11225,1
494 MANHATTAN AVENUE,11222,1
1314 SUTTER AVENUE,11208,1
322 OVINGTON AVENUE,11209,2
180 SKILLMAN STREET,11205,1
351 STANHOPE STREET,11237,1
519 MARCY AVENUE,11206,1
3022 EMMONS AVENUE,11235,79
2519 BEDFORD AVENUE,11226,2
928 EAST 5 STREET,11230,2
524 RALPH AVENUE,11233,3
427 68 STREET,N/A,1
967 HEGEMAN AVENUE,11208,3
2530 OCEAN AVENUE,11229,9
684 EAST 43 STREET,11203,3
586 REMSEN AVENUE,11236,7
614 EAST 37 STREET,11203,1
473 EAST 52 STREET,11203,1
6602 10 AVENUE,11219,1
128 SUYDAM STREET,11221,1
405 5 AVENUE,11215,1
178 ROCKAWAY PARKWAY,N/A,14
12695 FLATLANDS AVENUE,11208,1
1577 EAST 17 STREET,11230,14
4718 AVENUE D,11203,5
521 CHAUNCEY STREET,11233,2
200 CROWN STREET,11225,1
814 KINGS HIGHWAY,11223,13
1677 8 AVENUE,11215,6
3133 SHORE PARKWAY SR NORTH,11235,2
1668 64 STREET,11204,4
944 MARCY AVENUE,11216,10
7201 FT HAMILTON PARKWAY,11228,3
302 COOPER STREET,11237,1
733 EAST 42 STREET,11203,1
73 HILL STREET,N/A,1
1730 PITKIN AVENUE,11212,2
664 NEW JERSEY AVENUE,11207,1
1307 GATES AVENUE,11221,1
1046 EAST   15 STREET,11230,1
171 IRVING AVENUE,11237,8
9323 SHORE ROAD,11209,13
5302 4 AVENUE,11220,1
931 RALPH AVENUE,11236,1
330 EVERGREEN AVENUE,11221,1
84 NEWEL STREET,11222,1
321 CROWN STREET,11225,6
45 HAVEMEYER STREET,11211,2
254 IRVING AVENUE,11237,3
397 EAST   49 STREET,11203,7
258 GRAHAM AVENUE,11206,5
163 COVERT STREET,11207,2
1985 EAST   15 STREET,11229,1
638 EAST   98 STREET,11236,2
336 54 STREET,11220,3
632 LINDEN BOULEVARD,11203,1
2146 STRAUSS STREET,11212,1
75 HILL STREET,11208,1
1715 66 STREET,11204,1
666 LINWOOD STREET,11208,4
1771 UNION STREET,11213,1
446 CHESTER STREET,11212,27
8425 5 AVENUE,11209,4
526 OVINGTON AVENUE,11209,1
55 EAST 21 STREET,N/A,32
1729 LINDEN BOULEVARD,11207,7
2451 DEAN STREET,11233,1
976 50 STREET,11219,1
1237 67 STREET,11219,5
348 EAST 98 STREET,11212,4
1528 NOSTRAND AVENUE,11226,6
654 EASTERN PARKWAY,11213,1
337 BAY RIDGE AVENUE,11220,3
283 WARWICK STREET,11207,2
612 VERMONT STREET,11207,6
308 SUTTER AVENUE,11212,1
2057 OCEAN AVENUE,11230,1
45 LINDEN BOULEVARD,N/A,1
87 JORALEMON STREET,11201,6
1641 EAST 95 STREET,11236,2
527 WYONA STREET,11207,5
1105 SUTTER AVENUE,11208,1
2776 PITKIN AVENUE,N/A,1
1027 HALSEY STREET,N/A,1
1218 REMSEN AVENUE,11236,2
165 34 STREET,11232,1
84 SARATOGA AVENUE,11233,2
2863 FULTON STREET,11207,4
386 HIMROD STREET,N/A,1
736 WILLOUGHBY AVENUE,11206,2
387 ROCKAWAY PARKWAY,11212,8
414 ELMWOOD AVENUE,11230,209
2572 FULTON STREET,11207,1
2564 EAST 24 STREET,11235,10
181 MAC DONOUGH STREET,11216,2
1684 WEST 10 STREET,N/A,1
723 AVENUE K,11230,1
121 HIGHLAWN AVENUE,11223,2
183 HENDRIX STREET,11207,5
941 WASHINGTON AVENUE,11225,67
372 ELTON STREET,11208,2
1363 NOSTRAND AVENUE,11226,3
985 MONTGOMERY STREET,11213,2
827 NOSTRAND AVENUE,11225,1
178 JACKSON STREET,11211,1
1172 ROGERS AVENUE,11226,8
1719 STERLING PLACE,11233,10
1775 UNION STREET,11213,2
12205 FLATLANDS AVENUE,11207,10
1278 FLATBUSH AVENUE,11226,14
57 PULASKI STREET,11206,4
77 ATLANTIC AVENUE,11201,8
507 DE KALB AVENUE,11205,2
1057A GREENE AVENUE,11221,1
1630 PROSPECT PLACE,11233,4
1326 41 STREET,11218,1
351 EVERGREEN AVENUE,11221,1
594 QUINCY STREET,11221,2
900 EAST 93 STREET,11236,2
