131 BEVERLY ROAD,11218,2
54 BERRY STREET,11211,1
1494 DEAN STREET,11213,2
3913 FOSTER AVENUE,11203,1
1668 EAST 4 STREET,11230,2
98 CLIFTON PLACE,11238,1
2015 HOMECREST AVENUE,11229,1
662 53 STREET,11220,1
1946 CONEY ISLAND AVENUE,11223,1
622 GLENMORE AVENUE,11207,8
802 HENDRIX STREET,11207,6
508 WILLIAMS AVENUE,11207,3
1368 60 STREET,11219,1
415 EAST   16 STREET,11226,1
3124 FARRAGUT ROAD,11210,1
763 EAST 37 STREET,11210,5
229 UTICA AVENUE,11213,5
1485 SHORE PARKWAY,11214,98
207 MONTAUK AVENUE,11208,11
525 EAST 5 STREET,11218,1
1338 STERLING PLACE,11213,16
354 93 STREET,11209,2
546 46 STREET,11220,1
264 TROY AVENUE,11213,2
527 KNICKERBOCKER AVENUE,11221,26
209 TAAFFE PLACE,11205,2
201 60 STREET,11220,1
1563 EAST 56 STREET,N/A,1
1629 ST JOHNS PLACE,11233,2
1252 36 STREET,11218,2
39 BRIGHTON 10 COURT,11235,1
171 BROOKLYN AVENUE,11213,2
1816 EAST 14 STREET,11229,1
1725 WEST 1 STREET,11223,1
242 MONTROSE AVENUE,N/A,2
672 JAMAICA AVENUE,11208,17
211 HULL STREET,11233,1
122 BERGEN STREET,11201,3
315 AVENUE C,11218,4
1215 AVENUE U,11229,1
7722 13 AVENUE,11228,3
330 BRISTOL STREET,11212,1
193 EAST 91 STREET,N/A,1
4402 FOSTER AVENUE,11203,2
5703 NEW UTRECHT AVENUE,11219,7
826 EAST 16 STREET,11230,2
61 STUYVESANT AVENUE,11221,2
144 ELLERY STREET,11206,1
202 LENOX ROAD,11226,1
549 HEGEMAN AVENUE,11207,1
35 BRIGHTON 1 WALK,11235,5
834 METROPOLITAN AVENUE,11211,2
91 LUQUER STREET,11231,2
475 ALABAMA AVENUE,11207,1
1052 EAST 43 STREET,11210,1
2049 20 LANE,11214,1
745 EAST 46 STREET,11203,1
554 62 STREET,11220,3
255 LINCOLN AVENUE,11208,2
205 WYCKOFF AVENUE,11237,3
1299 GREENE AVENUE,11237,4
1322 STERLING PLACE,11213,5
926 PROSPECT PLACE,11213,2
400 ST MARKS AVENUE,11238,1
640 WARREN STREET,11217,1
2815 COYLE STREET,11235,80
381 FLATBUSH AVENUE,11238,35
2502 CLARENDON ROAD,11226,1
332 NEW LOTS AVENUE,11207,5
265 MAPLE STREET,11225,1
952 BERGEN STREET,11216,17
500 RALPH AVENUE,11233,2
367 AVENUE S,11223,29
86 BAY 26 STREET,11214,3
665 WYONA STREET,11207,1
1315 EAST 100 STREET,11236,1
534 SUTTER AVENUE,11207,2
7001 13 AVENUE,11228,1
2219 54 ST,N/A,1
1478 GATES AVENUE,11237,2
15 VAN SICLEN AVENUE,11207,1
1788 ST JOHNS PLACE,11233,4
2114 STRAUSS STREET,11212,1
2337 PACIFIC STREET,11233,1
1122 PROSPECT PLACE,11213,6
1832 65 STREET,11204,1
3096 BRIGHTON 6 STREET,11235,9
824 WILLOUGHBY AVENUE,11206,3
347 GREENE AVENUE,11238,1
100 EAST 92 STREET,11212,3
555 BAINBRIDGE STREET,11233,1
695 CONEY ISLAND AVENUE,11218,11
3726 MAPLE AVENUE,11224,1
147 SCHENECTADY AVENUE,11213,2
2448 BRAGG STREET,11235,9
234 COURT STREET,11201,1
370 EAST 23 STREET,11226,1
86A JEWEL STREET,11222,2
259 KINGSLAND AVENUE,11222,1
1193 BROOKLYN AVENUE,11203,3
1947 OCEAN AVENUE,11230,16
1185 ROGERS AVENUE,11226,1
1053 64 STREET,N/A,1
214 HOWARD AVENUE,11233,2
293 TOMPKINS AVENUE,11216,1
285 IRVING AVENUE,11237,1
683 JEFFERSON AVENUE,11221,1
371 ARLINGTON AVENUE,11208,2
662 PARK PLACE,11216,30
1715 KINGS HIGHWAY,11229,33
870 BEDFORD AVENUE,11205,10
642 EAST 96 STREET,11236,7
529 SHEFFIELD AVENUE,11207,2
151 SACKETT STREET,11231,1
128 MILTON STREET,11222,1
145 SOMERS STREET,11233,7
47 WEIRFIELD STREET,11221,7
409 SHEPHERD AVENUE,11208,2
520 CLASSON AVENUE,11238,1
217 EASTERN PARKWAY,11238,5
1473 GREENE AVENUE,11237,1
523 KNICKERBOCKER AVENUE,11221,12
883 MOTHER GASTON BOULEVARD,11212,7
101 PROSPECT PARK WEST,11215,3
808 NOSTRAND AVENUE,11216,1
391 MONTAUK AVENUE,11208,7
163 MILTON STREET,11222,1
9325 KINGS HIGHWAY,N/A,6
2830 OCEAN PARKWAY,11235,5
318 MAC DONOUGH STREET,11233,1
516 HEGEMAN AVENUE,11207,3
102 INDIA STREET,11222,15
905A GATES AVENUE,11221,1
1880 EAST 4 STREET,11223,6
1398 LINCOLN PLACE,11213,2
11 GRAND AVENUE,11205,3
778 PROSPECT PLACE,11216,29
1520 HORNELL LOOP,11239,45
1339 ST JOHNS PLACE,11213,6
6407 19 AVENUE,11204,22
2787 LINDEN BOULEVARD,11208,10
1035 FLUSHING AVENUE,11237,1
191 BAY 47 STREET,11214,1
229 COURT STREET,11201,1
525 NEPTUNE AVENUE,11224,7
805 CONEY ISLAND AVENUE,11218,1
615 CHESTER STREET,11212,3
522 PUTNAM AVENUE,11221,3
1420 MERMAID AVENUE,11224,1
364 GRAND STREET,11211,1
111 16 STREET,11215,3
805 BROADWAY,11206,3
943 HERKIMER STREET,11233,2
150 WEST END AVENUE,11235,4
991 EAST 93 STREET,11236,1
7 VERONA PLACE,11216,2
1015 70 STREET,11228,2
3621 QUENTIN ROAD,11234,4
209 RALPH AVENUE,N/A,12
184 MONROE STREET,11216,6
1334 JEFFERSON AVENUE,11221,1
7501 4 AVENUE,N/A,2
706 CLASSON AVENUE,11238,11
117 HURON STREET,11222,8
2459 LINDEN BOULEVARD,11208,1
1450 BEDFORD AVENUE,11216,2
8851 20 AVENUE,N/A,3
150 SOMERS STREET,11233,2
452 JEFFERSON AVENUE,11221,5
219 WEIRFIELD STREET,11221,2
4706 4 AVENUE,11220,4
1233 70 STREET,11228,2
137 STARR STREET,11237,14
3616 14 AVENUE,11218,1
819 WILLOUGHBY AVENUE,11206,2
1282 JEFFERSON AVENUE,11221,1
2506 ALBEMARLE ROAD,11226,6
247 NORMAN AVENUE,11222,2
1627 ST JOHNS PLACE,11233,3
100 LINDEN BOULEVARD,11226,31
312 ELDERT STREET,11237,1
399 PUTNAM AVENUE,11216,11
358 51 STREET,11220,3
1495 NOSTRAND AVENUE,11226,5
683 DEAN STREET,11238,7
873 BERGEN STREET,11238,36
2513 NEWKIRK AVENUE,11226,41
214 CLINTON STREET,11201,3
1512 PITKIN AVENUE,11212,16
1358 PUTNAM AVENUE,11221,2
664 RALPH AVENUE,11212,1
926 47 STREET,11219,3
66 ROGERS AVENUE,11216,6
41 ESSEX STREET,11208,51
952 42 STREET,11219,9
2325 84 STREET,11214,3
181 CHAUNCEY STREET,11233,31
627 AUTUMN AVENUE,11208,3
2038 BAY RIDGE AVENUE,11204,1
4514 3 AVENUE,11220,9
442 BRADFORD STREET,11207,2
137 EAST 46 STREET,11203,6
56 KINGSTON AVENUE,11213,13
96 ROCKWELL PLACE,11217,2
1788 BEDFORD AVENUE,11225,26
1255 EAST   19 STREET,11230,3
228 SCHAEFER STREET,11207,5
1358 BAY RIDGE AVENUE,11219,2
65 LENOX ROAD,11226,45
1767 EAST 91 STREET,11236,3
341 EASTERN PARKWAY,11216,3
19 SPENCER PLACE,11216,5
511 CONEY ISLAND AVENUE,11218,3
10022 AVENUE L,11236,2
158 GRAFTON STREET,11212,1
939 68 STREET,N/A,2
1793 BEDFORD AVENUE,11225,1
928 40 STREET,11219,1
1141 GREENE AVENUE,N/A,13
374 CLINTON AVENUE,11238,1
1719 EAST 8 STREET,11223,11
272 SUMPTER STREET,11233,3
649 AUTUMN AVENUE,11208,1
620 EAST 18 STREET,11226,4
612 FLATBUSH AVENUE,N/A,8
5601 6 AVENUE,11220,4
350 OCEAN AVENUE,11226,5
95 QUINCY STREET,11238,3
345 ST JOHNS PLACE,11238,8
759 51 STREET,11220,1
55 EASTERN PARKWAY,11238,3
576 OSBORN STREET,11212,1
95 WOODRUFF AVENUE,11226,5
130 PARK PLACE,11217,1
337 LINCOLN ROAD,11225,2
728 LEXINGTON AVENUE,11221,3
25 QUINCY STREET,11238,1
105 JORALEMON STREET,11201,1
1334 62 STREET,11219,1
2425 KINGS HIGHWAY,11229,17
46 SOMERS STREET,11233,1
422 AUTUMN AVENUE,11208,8
1151 EAST 104 STREET,11236,10
8501 FT HAMILTON PARKWAY,11209,6
126 BAY   38 STREET,11214,1
483 WARREN STREET,11217,7
1967 UNION STREET,11233,2
624 RIVERDALE AVENUE,11207,36
317 4 AVENUE,11215,20
755 LINCOLN AVENUE,11208,10
488 CLASSON AVENUE,11238,2
6729 11 AVENUE,11219,1
333 HANCOCK STREET,11216,1
1106 GLENMORE AVENUE,11208,25
228 HULL STREET,11233,11
112 RALPH AVENUE,11221,2
510 OCEAN AVENUE,11226,1
619 GLENMORE AVENUE,11207,4
2208 EAST 28 STREET,11229,1
1066 HALSEY STREET,11207,1
118 FENIMORE STREET,11225,4
481 EAST 51 STREET,11203,2
263 EAST 46 STREET,11203,5
851 PACIFIC STREET,11238,5
281 DIVISION AVENUE,11211,9
315 CENTRAL AVENUE,11221,1
883 FRANKLIN AVENUE,11225,29
978 MYRTLE AVENUE,11206,1
2132 OCEAN AVENUE,11229,6
2279 EAST 29 STREET,11229,2
1008 EAST 54 STREET,11234,1
186 BUFFALO AVENUE,11213,2
1152 WILLMOHR STREET,11212,6
130 33 STREET,11232,1
2812 CHURCH AVENUE,11226,5
244 ALBANY AVENUE,11213,1
105 LEFFERTS PLACE,11238,22
1363 ST JOHNS PLACE,N/A,1
1156 GLENMORE AVENUE,11208,8
1573 WEST 9 STREET,11204,1
1902 BAY RIDGE PARKWAY,11204,5
289A MONROE STREET,11216,14
28 DIAMOND STREET,11222,1
526 RIVERDALE AVENUE,11207,6
26 BROADWAY,11249,2
213 WYCKOFF AVENUE,11237,1
1635 UNION STREET,11213,1
901 DREW STREET,11208,85
309 LEFFERTS AVENUE,11225,2
148 MARCUS GARVEY BOULEVARD,11206,8
2086 NOSTRAND AVENUE,11210,7
781 REMSEN AVENUE,11236,3
920 PARK PLACE,11213,16
122 MC GUINNESS BOULEVARD,11222,2
41 MONTAUK AVENUE,11208,5
198 CONGRESS STREET,11201,1
4442 BEDFORD AVENUE,11229,2
396 CLASSON AVENUE,11238,1
1360 EAST 14 STREET,11230,18
370 55 STREET,11220,1
2263 WEST STREET,11223,10
640 MILLER AVENUE,11207,2
586 MADISON STREET,11221,32
439 EAST   45 STREET,11203,1
466 MADISON STREET,11221,14
6801 19 AVENUE,11204,3
3314 CHURCH AVENUE,11203,2
105 EAST 96 STREET,11212,9
2880 NOSTRAND AVENUE,11229,2
643 VANDERBILT AVENUE,11238,1
561 QUINCY STREET,11221,6
899 4 AVENUE,11232,2
7109 3 AVENUE,11209,1
26 BAY   25 STREET,11214,6
45 HAWTHORNE STREET,11225,57
200 BETHEL LOOP,11239,1
500 4 AVENUE,11215,1
924 AVENUE S,11223,9
262 DAHILL ROAD,11218,5
7322 BAY PARKWAY,11204,9
1384 PACIFIC STREET,11216,11
1017 WINTHROP STREET,11212,2
663 SHEFFIELD AVENUE,11207,15
417 HANCOCK STREET,N/A,1
163 MADISON STREET,11216,1
6110 20 AVENUE,11204,1
219 EAST 56 STREET,11203,1
490 ELTON STREET,11208,1
1280 EAST 12 STREET,N/A,4
179 NORTH 7 STREET,11211,5
128 BEDFORD AVENUE,11249,2
202 GREEN STREET,11222,2
830 HERKIMER STREET,11233,6
640 DITMAS AVENUE,11218,9
1459 BUSHWICK AVENUE,11207,2
168 SOUTH 4 STREET,11211,2
1092 WILLMOHR STREET,N/A,4
782 EAST   32 STREET,11210,5
770 HERKIMER STREET,11233,2
230 RIVERDALE AVENUE,11212,1
223 MANHATTAN AVENUE,11206,1
101 OCEAN PARKWAY,11218,2
574 ALBANY AVENUE,11203,2
456 GRANT AVENUE,11208,3
369 LINDEN BOULEVARD,11203,44
1293 EAST NEW YORK AVENUE,11212,14
1157 EAST 57 STREET,11234,2
854 BUSHWICK AVENUE,11221,2
109 FRANKLIN STREET,11222,7
1380 DE KALB AVENUE,11221,5
1066 BERGEN STREET,11216,4
1425 PENNSYLVANIA AVENUE,11239,12
682 EAST 57 STREET,11234,4
931 CLEVELAND STREET,11208,3
80 SOMERS STREET,11233,4
690 ROGERS AVENUE,11226,36
318 EAST 16 STREET,11226,5
25 STEPHENS COURT,11226,16
223 EAST 43 STREET,11203,1
230 OCEAN AVENUE,11225,1
3723 18 AVENUE,11218,85
134 NEPTUNE AVENUE,11235,1
235 LIVONIA AVENUE,11212,11
988 MONTGOMERY STREET,11213,25
376 SOUTH    3 STREET,11211,1
1710 WEST 4 STREET,11223,2
895 BELMONT AVENUE,11208,3
2532 EAST 11 STREET,11235,2
717 STERLING PLACE,11216,9
681 EVERGREEN AVENUE,11207,19
441 ROGERS AVENUE,11225,2
1246 UNION STREET,11225,2
221 FORBELL STREET,11208,4
2484 84 STREET,11214,1
154 ROGERS AVENUE,11216,44
806 DE KALB AVENUE,11221,1
98 MESEROLE STREET,11206,2
879 ST JOHNS PLACE,11216,2
912 SCHENECTADY AVENUE,11203,2
135 TAPSCOTT STREET,11212,1
688 DECATUR STREET,11233,3
1574 UNION STREET,11213,3
4719 4 AVENUE,11220,2
206 GRAFTON STREET,11212,2
2818 FOSTER AVENUE,11210,10
161 PARK AVENUE,N/A,1
1226 FLATBUSH AVENUE,11226,1
1589 PRESIDENT STREET,11213,94
12445 FLATLANDS AVENUE,11208,1
237 EAST 96 STREET,11212,1
223 23 STREET,11232,9
706 EVERGREEN AVENUE,11207,1
76 PALMETTO STREET,11221,4
5603 SNYDER AVENUE,11203,4
684 HEGEMAN AVENUE,N/A,1
950 ST MARKS AVENUE,11213,31
1001 65 STREET,11219,1
2 COX PLACE,11208,1
8614 5 AVENUE,11209,3
1333 PACIFIC STREET,11216,2
357 16 STREET,11215,2
94 SEAVIEW AVENUE,N/A,1
219 EAST   56 STREET,11203,5
350 EAST 98 STREET,11212,1
300 JEFFERSON STREET,11237,2
595 MIDWOOD STREET,11203,2
814 PROSPECT PLACE,11216,4
1770 DEAN STREET,11233,1
834 55 STREET,11220,1
285 MAC DOUGAL STREET,11233,1
1158 BERGEN AVENUE,11234,9
4107 SEA GATE AVENUE,11224,1
461 FOSTER AVENUE,11230,1
572 78 STREET,11209,1
241 COOPER STREET,11207,1
1104 ROGERS AVENUE,N/A,1
381 STERLING PLACE,11238,1
2107 CROPSEY AVENUE,11214,9
2203 CONEY ISLAND AVENUE,11223,2
256 SCHNECTADY AVENUE,11213,3
363 5 AVENUE,11215,1
936 EAST 79 STREET,11236,2
467 HOPKINSON AVENUE,11212,2
1980 65 STREET,11204,11
989 BERGEN STREET,11216,1
446 EAST   98 STREET,11212,2
108 KENILWORTH PLACE,11210,8
2654 EAST 23 STREET,11235,1
988 BERGEN STREET,11216,6
9020 AVENUE A,11236,14
568 BRADFORD STREET,11207,1
1365 WEST 7 STREET,11204,18
190 EAST 31 STREET,N/A,1
1050 PUTNAM AVENUE,11221,3
51 BARTLETT STREET,11206,2
4113 7 AVENUE,11232,1
165 MONTROSE AVENUE,11206,1
4903 CHURCH AVENUE,11203,7
822 OCEAN AVENUE,11226,10
174 WARWICK STREET,11207,1
326 SOUTH 1 STREET,11211,2
869 HART STREET,11237,1
8001 6 AVENUE,N/A,1
334 51 STREET,11220,3
675 EAST 103 STREET,11236,3
2773 BEDFORD AVENUE,11210,1
101 LINCOLN ROAD,11225,127
7410 RIDGE BOULEVARD,11209,113
5305 6 AVENUE,11220,7
953 METROPOLITAN AVENUE,11211,20
223 GREENE AVENUE,11238,4
259 TOMPKINS AVENUE,11216,7
560 EUCLID AVENUE,11208,16
558 ROCKAWAY PARKWAY,11212,1
4102 AVENUE J,11210,1
650 6 AVENUE,11215,3
254 EAST 93 STREET,11212,1
329 HENRY STREET,11201,1
75 MARTENSE STREET,11226,30
520 80 STREET,11209,1
237 TROY AVENUE,11213,25
1252 PARK PLACE,11213,4
429 HUMBOLDT STREET,11211,1
329 EAST 53 STREET,11203,2
183 BAY 14 STREET,11214,1
393 ROCKAWAY AVENUE,11212,1
2001 AVENUE P,11229,16
621 2 AVENUE,11232,1
86 BLEECKER STREET,11221,2
675 STANLEY AVENUE,11207,2
27 MILFORD STREET,11208,3
2299 EAST 13 STREET,11229,4
192 11 STREET,11215,1
955 EAST 82 STREET,11236,6
66 GROVE STREET,11221,1
484 5 AVENUE,11215,1
350 EAST 19 STREET,N/A,16
4114 9 AVENUE,11232,55
4413 5 AVENUE,11220,2
685 5 AVENUE,11215,2
899 MONTGOMERY STREET,11213,456
815 KNICKERBOCKER AVENUE,11207,1
1616 MERMAID AVENUE,11224,1
545 10 STREET,11215,1
1140 BLAKE AVENUE,11208,9
443 ASHFORD STREET,11207,1
306 PROSPECT PLACE,11238,4
429 MONTAUK AVENUE,11208,1
567 JEROME STREET,11207,4
525 GEORGIA AVENUE,11207,1
558 46 STREET,11220,1
153 DUMONT AVENUE,11212,5
401 WYTHE AVENUE,11249,2
145 EAST 96 STREET,11212,3
733 HINSDALE STREET,11207,4
25 TRUXTON STREET,11233,1
618 MARLBOROUGH ROAD,11226,1
4908 4 AVENUE,11220,3
538 PUTNAM AVENUE,11221,8
272 IRVING AVENUE,11237,1
1172 EAST 104 STREET,11236,40
644 OCEAN PARKWAY,11230,5
1308 STERLING PLACE,11213,4
522 BRISTOL STREET,11212,5
1429 EAST 5 STREET,11230,1
18 KOSCIUSZKO STREET,11205,3
66 LIVINGSTON STREET,11201,11
122 LINCOLN AVENUE,11208,3
1429 68 STREET,11219,1
220 18 STREET,11215,1
736 LINCOLN AVENUE,11208,2
1579 40 STREET,11218,2
923 73 STREET,11228,12
762 EAST 3 STREET,11218,2
220 HIMROD STREET,11237,5
315 VAN BRUNT STREET,11231,1
256 NORTH 6 STREET,11211,1
587 BRISTOL STREET,11212,7
227A MALCOLM X BOULEVARD,11221,1
2007 STRAUSS STREET,11212,3
334 TROY AVENUE,11213,1
194 HUMBOLDT STREET,11206,1
132 SHERIDAN AVENUE,11208,1
1278 EAST 86 STREET,11236,5
213 HANCOCK STREET,11216,3
352 BROADWAY,11211,1
637 HOWARD AVENUE,11212,27
1198 NEW YORK AVENUE,11203,4
3901 CHURCH AVENUE,11203,1
411 OCEAN AVENUE,11226,2
940 MONTGOMERY STREET,11213,13
158 ST MARKS AVENUE,11238,1
460 49 STREET,11220,12
231 OCEAN AVENUE,11225,43
934 DE KALB AVENUE,11221,5
591 QUINCY STREET,11221,3
1258 EAST 86 STREET,11236,1
563 WILSON AVENUE,11207,1
7 DUNHAM PLACE,11249,1
4408 16 AVENUE,11204,1
37 BAY 26 STREET,11214,1
567 EAST   22 STREET,11226,2
31 MONROE PLACE,11201,3
320 92 STREET,11209,5
491 ELTON STREET,11208,7
911 83 STREET,11228,1
1133 EAST 59 STREET,11234,3
325 HANCOCK STREET,11216,1
4304 14 AVENUE,11219,1
26 MALTA STREET,11207,2
284 LOGAN STREET,11208,1
347A GATES AVENUE,11216,2
1935 SHORE PARKWAY,11214,1
1036 PRESIDENT STREET,11225,4
781 NEW LOTS AVENUE,11208,3
778 DUMONT AVENUE,11207,1
234 HINSDALE STREET,11207,1
1441 BEDFORD AVENUE,11216,4
2001 EAST 9 STREET,11223,22
109 NORTH 7 STREET,11211,40
1601 48 STREET,11204,19
207 AVENUE U,11223,1
790 ROGERS AVENUE,11226,4
512 VAN BUREN STREET,11221,1
1423 ALBANY AVENUE,11203,1
140 29 STREET,11232,11
1921 AVENUE K,11230,5
235 ADAMS STREET,11201,1
399 KOSCIUSZKO STREET,11221,7
2922 NOSTRAND AVENUE,N/A,3
782 WYTHE AVENUE,11211,1
691 EVERGREEN AVENUE,N/A,1
134 LINDEN BOULEVARD,11226,4
40 SOUTH PORTLAND AVENUE,11217,5
1678 UNION STREET,11213,2
102 RALPH AVENUE,11221,2
3220 AVENUE H,11210,5
125 MARTENSE STREET,11226,2
2979 FULTON STREET,11208,4
225 77 STREET,11209,4
879 BERGEN STREET,11238,103
188 SUTTER AVENUE,11212,4
1662 EAST 32 STREET,11234,1
1281 JEFFERSON AVENUE,11221,1
867 TROY AVENUE,11203,2
1164 WILLMOHR STREET,11212,5
1561 WEST 6 STREET,11204,1
388 ST JOHNS PLACE,11238,1
21 SCHOLES STREET,11206,1
259 HEMLOCK STREET,11208,1
340 LINCOLN ROAD,11225,1
431 QUINCY STREET,11221,3
769 45 STREET,11220,1
50 EAST   21 STREET,11226,1
1901 CONEY ISLAND AVENUE,11230,1
4909 FT HAMILTON PARKWAY,11219,2
4621 AVENUE N,11234,9
214 ST NICHOLAS AVENUE,11237,1
5004 3 AVENUE,11220,1
954 EAST 104 STREET,11236,1
560 PROSPECT PLACE,11238,23
211 EAST 96 STREET,11212,28
1941 OCEAN AVENUE,11230,13
401 HAWTHORNE STREET,11203,1
1623 WEST 10 STREET,11223,5
359 HENDRIX STREET,11207,4
1460 49 STREET,N/A,2
666 WILLOUGHBY AVENUE,11206,6
249 TROY AVENUE,11213,6
436 EAST 55 STREET,11203,1
880 LORIMER STREET,11222,1
846 HANCOCK STREET,11233,3
269 KOSCIUSKO STREET,11221,1
565 QUINCY STREET,11221,1
216 ROGERS AVENUE,11225,3
121 ESSEX STREET,11208,15
29 DEBEVOISE AVENUE,11211,2
1228 EAST   51 STREET,11234,5
1343 SHORE PARKWAY SR NORTH,11214,1
733 DECATUR STREET,11233,1
2068 77 STREET,11214,3
4517 SURF AVENUE,11224,3
182 FROST STREET,11211,1
1290 OCEAN AVENUE,11230,26
4924 6 AVENUE,11220,3
528 BERGEN STREET,N/A,1
2714 AVENUE D,N/A,1
824 CLASSON AVENUE,11238,1
242 CENTRAL AVENUE,11221,7
1861 65 STREET,11204,1
7040 COLONIAL ROAD,11209,54
714 ST MARKS AVENUE,11216,1
252 6 AVENUE,11215,1
247 SENATOR STREET,11220,2
3058 BRIGHTON 5 STREET,11235,1
2015 FULTON STREET,11233,3
555 OCEAN AVENUE,11226,27
25 RICHMOND STREET,11208,2
861 ROCKAWAY AVENUE,11212,2
215 LEXINGTON AVENUE,11216,1
663 MAC DONOUGH STREET,11233,16
8416 21 AVENUE,11214,5
331 WINTHROP STREET,11225,4
987 BERGEN STREET,11216,1
1015 63 STREET,11219,4
245 HIMROD STREET,11237,2
150 BRADFORD STREET,11207,1
5019 4 AVENUE,N/A,1
1581 PRESIDENT STREET,11213,50
289 THROOP AVENUE,11206,6
2 METROTECH CENTER,11201,5
350 PUTNAM AVENUE,11216,1
1129 59 STREET,11219,2
8112 15 AVENUE,11228,1
7520 19 AVENUE,11214,2
395 SOUTH 3 STREET,11211,12
169 GARDNER AVENUE,11237,1
547 SNEDIKER AVENUE,11207,1
1511 EAST 46 STREET,11234,1
91 TRUXTON STREET,11233,2
1966 59 STREET,N/A,2
177 VAN BUREN STREET,11221,3
1682 BERGEN STREET,11213,1
32 NOSTRAND AVENUE,11205,3
381 16 STREET,11215,1
2502 EAST 19 STREET,11235,5
71 PINEAPPLE STREET,11201,7
112 HIMROD STREET,11221,9
1953 EAST 17 STREET,11229,5
356 EAST   35 STREET,11203,2
776 CLASSON AVENUE,11238,19
2742 WEST 15 STREET,11224,2
59 CRESCENT STREET,11208,1
2238 EAST 12 STREET,11229,6
945 JEFFERSON AVENUE,N/A,1
1876 WEST 10 STREET,N/A,1
2 PILLING STREET,11207,9
523 DEAN STREET,11217,1
189 EAST 31 STREET,11226,2
1875 NOSTRAND AVENUE,11226,1
4623 AVENUE K,11234,3
247 46 STREET,11220,70
2392 AVENUE O,11210,1
1050 HANCOCK STREET,N/A,1
770 ST MARKS AVENUE,11216,33
681 BELMONT AVENUE,11207,1
738 EAST 31 STREET,11210,1
3102 BRIGHTON 1 PLACE,11235,8
7206 18 AVENUE,N/A,1
850 EAST 31 STREET,11210,12
221 HIMROD STREET,11237,1
815 PARK PLACE,11216,1
1350 PUTNAM AVENUE,11221,5
383 52 STREET,11220,1
248 STANHOPE STREET,11237,14
293 HARMAN STREET,11237,6
565 85 STREET,11209,39
2024 JEROME AVENUE,11235,1
1325 MYRTLE AVENUE,11221,1
482 OCEAN PARKWAY,11218,3
435 FOSTER AVENUE,11230,4
3170 CONEY ISLAND AVENUE,11235,1
228A PALMETTO STREET,11221,2
649 MARCY AVENUE,11206,16
1522 JEFFERSON AVENUE,11237,14
159 EAST 96 STREET,11212,145
838 PARK PLACE,11216,2
4613 CHURCH AVENUE,11203,2
130 MILTON STREET,11222,5
235 TOMPKINS AVENUE,11216,1
76 GREEN STREET,11222,3
1425 EAST 103 STREET,11236,3
316 MENAHAN STREET,11237,4
71 BOND STREET,11217,4
916 CLARKSON AVENUE,11203,14
1821 PITKIN AVENUE,11212,14
3031 WEST 23 STREET,N/A,1
4501 6 AVENUE,11220,13
979 HANCOCK STREET,11221,3
6401 24 AVENUE,11204,15
94 CHAUNCEY STREET,11233,7
2832 WEST   19 STREET,11224,1
1013 LAFAYETTE AVENUE,11221,1
862 UNION STREET,11215,4
804 MACON STREET,11233,9
141 NORTH 9 STREET,11249,12
1802 WEST 8 STREET,11223,14
1361 EAST 99 STREET,11236,1
178 INDIA STREET,11222,1
120 SOUTH 2 STREET,11249,1
41 LINCOLN AVENUE,11208,1
175 EAST 54 STREET,11203,1
314 SOUTH 3 STREET,11211,1
1375 EAST 87 STREET,11236,1
692 GEORGIA AVENUE,11207,1
478 PROSPECT PLACE,11238,1
9717 3 AVENUE,11209,3
266 WASHINGTON AVENUE,N/A,1
879 EAST 94 STREET,11236,6
687 MEEKER AVENUE,11222,6
819 GATES AVENUE,11221,4
6902 RIDGE BOULEVARD,N/A,10
923 EAST 46 STREET,11203,12
8514 GLENWOOD ROAD,11236,2
109 VERNON AVENUE,11206,8
171 SCHENECTADY AVENUE,11213,2
2901 FARRAGUT ROAD,11210,1
474 UTICA AVENUE,11203,1
642 WILSON AVENUE,11207,8
180 MARTENSE STREET,11226,1
932 MADISON STREET,11221,8
259 FLATBUSH AVENUE,11217,1
74 BLEECKER STREET,11221,2
249 JEFFERSON STREET,11237,7
1366 EAST 48 STREET,11234,1
209 EAST 55 STREET,11203,3
3094 BRIGHTON    5 STREET,11235,2
58 DECATUR STREET,11216,1
279 HALSEY STREET,11216,25
649 ALABAMA AVENUE,11207,16
40 OCEANA DRIVE WEST,11235,7
420 CLERMONT AVENUE,11238,3
716 LINCOLN PLACE,11216,1
734 DE KALB AVENUE,N/A,1
441 49 STREET,11220,1
2612 WEST 2 STREET,11223,21
8640 20 AVENUE,11214,2
6201 11 AVENUE,11219,1
284 POWERS STREET,11211,5
497 BAINBRIDGE STREET,11233,1
1424 AVENUE M,11230,2
1269 BUSHWICK AVENUE,11207,1
1298 HERKIMER STREET,11233,2
130 72 STREET,11209,31
658 CARROLL STREET,11215,3
170 PROSPECT PARK WEST,11215,4
107 GREENPOINT AVENUE,11222,10
455 HANCOCK STREET,11233,4
773 LIBERTY AVENUE,11208,2
2138 FULTON STREET,11233,2
10561 AVENUE N,11236,2
124 NORMAN AVENUE,11222,16
4611 12 AVENUE,11219,26
877 EAST 92 STREET,11236,2
92 EAST 38 STREET,11203,1
1530 EAST    8 STREET,11230,1
407 WASHINGTON AVENUE,11238,2
848 CRESCENT STREET,11208,17
479 EAST 94 STREET,11212,4
205 MONTAGUE STREET,11201,1
101 EAST 31 STREET,11226,3
705 ST MARKS AVENUE,11216,59
236 PULASKI STREET,11206,6
1525 EAST   26 STREET,11229,1
